row ID,Molecule,Molecule name,Mannhold LogP,Atomic Polarizabilities,Aromatic Atoms Count,Aromatic Bonds Count,Element Count,Bond Polarizabilities,Bond Count,Eccentric Connectivity Index,Fragment Complexity,VABC Volume Descriptor,Hydrogen Bond Acceptors,Hydrogen Bond Donors,Largest Chain,Largest Pi Chain,Petitjean Number,Rotatable Bonds Count,Lipinski's Rule of Five,Topological Polar Surface Area,Vertex adjacency information magnitude,Molecular Weight,XLogP,Zagreb Index,Molecular Formula,Formal Charge,Formal Charge (pos),Formal Charge (neg),Heavy Atoms Count,Molar Mass,SP3 Character,Rotatable Bonds Count (non terminal)
Row2685,c12c(cc3ccccc3c1)cc4ccccc4c2,C18H12,3.44,39.681516,18,21,30,13.118484,21,298,783.0,203.130218856001,0,0,0,18,0.444444444444444,0,1,0,5.39231742277876,228.093900384,5.82,102,C18H12,0,0,0,18,228.288535188093,0.0,0
Row2701,O=C1c2c(C(=O)C(=C1C/C=C(\CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)/C)C)cccc2,C31H46O2,4.65,86.8364779999999,6,6,79,52.203522,34,1117,5344.02,508.244307196592,2,0,16,12,0.476190476190476,20,2,34.14,6.08746284125034,450.349780712001,11.491,158,C31H46O2,0,0,0,33,450.696897331553,0.240506329113924,14
Row2704,[Cu+2].O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,C12H22O14Cu,1.13,53.117446,0,0,49,27.882554,24,755359696,1414.15,#NUM!,14,10,8,3,0.999000000999,22,2,282.56,5.58496250072116,453.030552884001,-8.44,112,C12H22CuO14,0,2,-2,27,453.840836425195,0.204081632653061,10
Row2706,[Cm+3].[Cm+3].[O-2].[O-2].[O-2],O3Cm2,0.91,48.406,0,0,5,0,0,0,20.05,#NUM!,3,0,0,0,0.999000000999,0,1,0,0.0,514.08628386,0.0,0,Cm2O3,0,6,-6,5,#NUM!,0.0,0
Row2708,S1(=O)(=O)C([C@H](C(=O)OCOC(=O)[C@@H]2N3C(=O)[C@@H](NC(=O)[C@H](N)c4ccccc4)[C@H]3SC2(C)C)N5[C@H]1CC5=O)(C)C,C25H30N4O9S2,2.56,81.42179,6,6,70,54.13421,44,1290,3916.15,507.299240489986,13,2,7,6,0.473684210526316,14,2,216.16,6.4594316186373,594.145420540001,-0.128999999999999,230,C25H30N4O9S2,0,0,0,40,594.660247196818,0.2,9
Row2709,O=C(O)c1c(c(c(C(=O)O)c(c1C(=O)O)C(=O)O)C(=O)O)C(=O)O,C12H6O12,1.46,34.744758,6,6,30,12.307242,24,282,348.12,274.606407609934,12,6,3,24,0.285714285714286,12,2,223.8,5.58496250072116,341.985925632,-0.288,120,C12H6O12,0,0,0,24,342.169334415243,0.0,6
Row2720,c12c3c(c4c(cccc4)cc3)ccc1c5c(cccc5)cc2,C22H14,3.88,48.055102,22,26,36,15.304898,26,424,1138.0,243.784781257068,0,0,0,22,0.454545454545455,0,1,0,5.70043971814109,278.109550448,7.086,128,C22H14,0,0,0,22,278.347360282897,0.0,0
Row2724,[Mg+2].O=C([O-])CCCCCCCCCCCCCCCCC.O=C([O-])CCCCCCCCCCCCCCCCC,C36H70O4Mg,4.87,123.84351,0,0,111,80.3564900000001,38,-1309411404,10024.05,#NUM!,4,0,19,3,0.999000000999,36,3,80.26,6.24792751344359,590.512452420002,16.454,152,C36H70MgO4,0,2,-2,41,591.245016374874,0.306306306306306,32
Row2740,S=P12SP3(=S)SP(S1)(=S)SP(S2)(=S)S3,P4S10,-0.0800000000000001,43.52,0,0,14,11.68,16,112,74.14,235.8863368064,0,0,0,2,0.25,0,1,319.4,5.0,443.61575652,5.95,92,P4S10,0,0,0,14,444.55589645038,0.0,0
Row2746,O=C1O[C@H]([C@H](OC(=O)CC(C)C)[C@@H](CCCCCC)C(O[C@@H]([C@@H]1NC(=O)c2c(O)c(NC=O)ccc2)C)=O)C,C28H40N2O9,3.33,85.3697199999999,6,6,79,55.58628,40,1059,4918.11,537.245001938453,10,3,6,13,0.5,18,3,157.33,6.32192809488736,548.273380860001,6.239,188,C28H40N2O9,0,0,0,39,548.626286025292,0.215189873417721,12
Row2755,[Nd+3].[Al+3].[Al+3].[Al+3].[O-]B([O-])[O-].[O-]B([O-])[O-].[O-]B([O-])[O-].[O-]B([O-])[O-],O12Al3B4Nd,-0.74,73.544,0,0,20,26.736,12,-1769803800,236.2,#NUM!,12,0,3,0,0.999000000999,12,1,276.72,4.58496250072116,458.82853623,-5.604,48,Al3B4NdO12,0,12,-12,20,460.417718746633,0.0,0
Row2765,FC(F)(F)c1cc(cc(c1)CN(C(=O)OC)[C@@H]2c3c(N(C(=O)OCC)[C@@H](C2)CC)ccc(c3)C(F)(F)F)C(F)(F)F,C26H25N2O4F9,2.67,72.850825,12,12,66,47.865175,43,925,2984.15,490.053470135871,6,0,5,10,0.5,22,2,59.08,6.4262647547021,600.167061260001,7.277,218,C26H25F9N2O4,0,0,0,41,600.474307266483,0.181818181818182,10
Row2769,Oc1c(/N=N/c2c(cc(/N=N/c3c(ccc(c3)C)C)c(c2)C)C)c4c(cccc4)cc1,C26H24N4O,3.77,66.965032,22,23,55,28.876968,34,844,2434.05,383.729528592964,4,1,2,27,0.5,9,1,69.67,6.08746284125034,408.195011388001,8.233,164,C26H24N4O,0,0,0,31,408.49592916402,0.0727272727272727,4
Row2770,N(=N/c1c2c(c(/N=N\c3ccccc3)cc1)cccc2)\c4c5c6c(NC(C)(C)Nc6ccc5)cc4,C29H24N6,3.99,73.643032,26,28,59,30.196968,40,1092,2906.06,407.934941383136,6,2,2,32,0.5,6,1,73.5,6.32192809488736,456.206244768001,8.886,196,C29H24N6,0,0,0,35,456.542138340887,0.0508474576271187,4
Row2771,Oc1c(/N=N/c2c(cc(C)cc2)C)c3c(cccc3)cc1,C18H16N2O,3.11,45.350688,16,17,37,18.811312,23,394,1101.03,257.170424673695,2,1,2,19,0.454545454545455,5,1,44.95,5.52356195605701,276.126263132,5.663,110,C18H16N2O,0,0,0,21,276.333109545038,0.0540540540540541,2
Row2773,C1(=C)[C@@]2([C@@H]3CC[C@H]1[C@@H]3C(C)(C)CCC2)C,C15H24,3.11,42.403032,0,0,39,26.236968,17,140,1471.0,228.2903932856,0,0,0,2,0.4,3,1,0,5.08746284125034,204.187800768,6.444,92,C15H24,0,0,0,15,204.351616543639,0.333333333333333,0
Row2774,[Sn](O[Sn](CCCC)(CCCC)CCCC)(CCCC)(CCCC)CCCC,C24H54OSn2,3.77,94.4488219999999,0,0,81,108.469178,26,406,5698.03,#NUM!,1,0,11,0,0.5,26,3,9.23,5.70043971814109,598.221855748002,10.962,114,C24H54OSn2,0,0,0,27,596.106083787814,0.296296296296296,20
Row2780,O=C(O)[C@@H]1[C@@H](O)[C@@H]([C@@H](NC(=O)C)C(CC)CC)[C@@H](C1)NC(=N)N,C15H28N4O4,2.23,52.678204,0,0,51,33.185796,23,290,2095.08,326.878340920512,8,6,7,4,0.5,14,1,148.53,5.52356195605701,328.211055376001,1.583,110,C15H28N4O4,0,0,0,23,328.407812097364,0.235294117647059,8
Row2782,S(=O)(=O)(O)c1c(O)c(/N=N/c2c(S(=O)(=O)O)cc(/N=N/c3ccc(S(=O)(=O)O)cc3)cc2)c4ccc(cc4c1)S(=O)(=O)O,C22H16N4O13S4,1.57,75.814688,22,23,59,46.035312,46,1404,2038.21,494.06440672663,16,5,3,43,0.5,13,2,320.67,6.52356195605701,671.959670572001,2.781,236,C22H16N4O13S4,0,0,0,43,672.646658649247,0.0,8
Row2784,Ic1ccc(-c2n(nc(c2C)C(=O)NN3CCCCC3)-c4c(Cl)cc(Cl)cc4)cc1,C22H21N4OCl2I,3.0,67.634653,17,17,51,31.645347,33,652,2046.08,391.690362103829,4,1,3,21,0.461538461538462,8,2,50.16,6.04439411935845,554.013714652001,6.577,160,C22H21Cl2IN4O,0,0,0,30,555.239511471759,0.117647058823529,4
Row2795,s1c2c(c(=O)c3c1cccc3)cccc2C(C)C,C16H14OS,3.0,41.197102,14,16,32,18.542898,20,243,850.02,235.266876464828,0,0,3,15,0.5,3,1,45.31,5.32192809488736,254.076536068,5.226,98,C16H14OS,0,0,0,18,254.348434822776,0.09375,1
Row2799,C1(=C)[C@@H]2[C@H](C(C)(C)C2)CCC(=CCC1)C,C15H24,3.11,42.403032,0,0,39,26.236968,16,165,1390.0,238.0103932856,0,0,0,2,0.333333333333333,3,1,0,5.0,204.187800768,6.044,80,C15H24,0,0,0,15,204.351616543639,0.282051282051282,0
Row2801,C1(=CCCC(=CCC(C=CC1)(C)C)C)C,C15H24,3.11,42.403032,0,0,39,26.236968,15,166,1311.0,247.7303932856,0,0,0,2,0.166666666666667,4,1,0,4.90689059560852,204.187800768,5.94,70,C15H24,0,0,0,15,204.351616543639,0.230769230769231,0
Row2802,c1(cc2-c(ccc2C)c(cc1)C)C(C)C,C15H18,3.11,38.402274,10,10,33,19.677726,16,160,946.0,208.3010171832,0,0,3,10,0.333333333333333,5,1,0,5.0,198.140850576,5.552,78,C15H18,0,0,0,15,198.303972020684,0.151515151515152,1
Row2803,c1(c2-c(c(C)ccc1)cc(c2)C(C)C)C,C15H18,3.11,38.402274,10,10,33,19.677726,16,167,946.0,208.3010171832,0,0,3,10,0.428571428571429,5,1,0,5.0,198.140850576,5.552,78,C15H18,0,0,0,15,198.303972020684,0.151515151515152,1
Row2814,Brc1c2Oc3c(Br)c(O)c([N+](=O)[O-])cc3C4(c2cc(c1O)[N+](=O)[O-])OC(=O)c5c4cccc5,C20H8N2O9Br2,2.23,56.052344,18,18,41,18.627656,37,566,969.13,368.029151981051,2,2,3,21,0.5,8,2,162.27,6.20945336562895,577.859654036,6.931,192,C20H8Br2N2O9,0,2,-2,33,580.093350670263,0.024390243902439,2
Row2815,Brc1c-2oc3c(Br)c([O-])c(Br)cc3c(c2cc(c1=O)Br)-c4c(C(=O)[O-])cccc4.[Na+].[Na+],C20H6O5Br4Na2,2.45,102.610758,20,21,37,17.467242,32,-424509504,514.11,#NUM!,2,0,3,25,0.999000000999,8,2,93.4,6.0,687.674410252,8.072,162,C20H6Br4Na2O5,0,2,-2,31,691.853037539962,0.0,2
Row2819,O=c1c(O[C@@H]2O[C@H]([C@H](O)[C@H]([C@H]2O)O)C)c(oc3c1c(O)cc(c3)O)-c4cc(O)c(O)cc4,C21H20O11,2.56,59.11786,16,17,52,28.57014,35,643,2033.11,376.147125140574,4,7,0,22,0.5,11,1,190.28,6.12928301694497,448.100561460001,2.414,176,C21H20O11,0,0,0,32,448.377723112327,0.115384615384615,3
Row2831,Clc1c(c(c(O)c(c1)C(C)C)Cc2c(O)c(cc(c2C)Cl)C(C)C)C,C21H26O2Cl2,3.33,60.260618,12,12,51,29.263382,26,406,2104.04,357.443055179591,0,2,3,7,0.5,14,1,40.46,5.70043971814109,380.130985432001,7.049,130,C21H26Cl2O2,0,0,0,25,381.336598443525,0.176470588235294,4
Row2833,S(=O)(=O)([O-])c1c(/C(=C\2/C=C/C(=[N+](/Cc3cc(S(=O)(=O)[O-])ccc3)\CC)/C=C2)/c4ccc(N(Cc5cc(S(=O)(=O)[O-])ccc5)CC)cc4)ccc(c1)O.[Na+].[Na+],C37H34N2O10Na2S3,3.66,153.910962,24,24,88,63.431038,56,330850192,5238.17,#NUM!,10,1,4,26,0.999000000999,18,2,223.22,6.8073549220576,808.117096848001,4.024,278,C37H34N2Na2O10S3,0,3,-3,54,808.852463040113,0.0681818181818182,12
Row2834,S(=O)(=O)([O-])c1c(/N=C\2/C=C/C(=C(/c3c(c(S(=O)(=O)[O-])ccc3)CN)\c4ccc(Nc5c(S(=O)(=O)[O-])cccc5)cc4)/C=C2)cccc1.[Na+].[Na+].[H+],C32H25N3O9Na2S3,3.11,139.407825,24,24,74,49.858968,51,-1079215206,3273.17,#NUM!,12,2,3,45,0.999000000999,13,2,247.15,6.6724253419715,737.054830940001,3.629,254,C32H25N3Na2O9S3,0,3,-3,49,737.734615051207,0.0135135135135135,9
